"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"156","86.11.185",273,321763,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_185.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_185.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-511.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-512.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet impressed with cylinder (?) seal: stipulations regarding potential claims on sold prebend","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 496 B.C.",-496,-496,"Clay","6.3 x 7.9 x 3.1 cm (2 1/2 x 3 1/8 x 1 1/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.1, 'Height': 6.3, 'Width': 7.9}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321763","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412399","","","","","","21198/zz0021vjvc","no atf","","Spar, Ira & Dassow, Eva von","stipulations regarding potential claims on a sold prebend",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.26.09.16","","10/21/2018","Darius1.26.09.16","","CTMMA 3, 121","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 121","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"157","86.11.186",306,321764,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_186.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_186.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-505.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: partnership agreement","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 500 B.C.",-500,-500,"Clay","4.2 x 6 x 2.3 cm (1 5/8 x 2 3/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.3, 'Height': 4.2, 'Width': 6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321764","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412393","","","","","","21198/zz0021vjn8","no atf","","Spar, Ira & Dassow, Eva von","partnership agreement",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.22.10.16","","10/21/2018","Darius1.22.10.16","","CTMMA 3, 115","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 115","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"158","86.11.187",545,321765,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_187.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_187.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-555.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for reeds and sheep, Ebabbar archive","Assyrian","Neo-Assyrian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 627 B.C.",-627,-627,"Clay","1.5 x 2.12 x .87 in. (3.81 x 5.38 x 2.2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2.2, 'Width': 5.38}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321765","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500811","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 002","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Assyrian (ca. 911-612 BC)","","","CTMMA 4, 002","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"159","86.11.188",37,321766,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_188.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_188.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-503.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet impressed with cylinder seal: promissory note for silver","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 515 B.C.",-515,-515,"Clay","3.7 x 4.9 x 1.9 cm (1 1/2 x 1 7/8 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.9, 'Height': 3.7, 'Width': 4.9}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321766","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412391","","","","","","21198/zz0021vjk7","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Darius1.07.01.27","","10/21/2018","Darius1.07.01.27","","CTMMA 3, 113","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 113","Sippar-Yahrurum (mod. Tell Abu Habbah)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"160","86.11.189",556,321767,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_189.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_189.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-607.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of commodity disbursements to prebendaries, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 621 B.C.",-621,-621,"Clay","2.25 x 3.25 x 1.12 in. (5.72 x 8.26 x 2.85 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.72, 'Thickness': 2.85, 'Width': 8.26}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321767","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500812","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 054","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 054","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"161","86.11.190",402,321768,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_190.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_190.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-425.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: quittance for rent, Esagilaya archive","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 523 B.C.",-523,-523,"Clay","3.6 x 4.6 x 1.8 cm (1 3/8 x 1 3/4 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 3.6, 'Width': 4.6}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321768","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412317","","","","","","21198/zz0020wtx9","no atf","","Spar, Ira & Dassow, Eva von","quittance for rent",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Cambyses2.07.--.--","","10/21/2018","Cambyses2.07.--.--","","CTMMA 3, 039","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 3, 039","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"162","86.11.191",523,321769,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_191.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_191.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-417.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: cession of promissory note (?), Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 555–539 B.C.",-555,-539,"Clay","4.3 x 5 x 2.1 cm (1 3/4 x 2 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 4.3, 'Width': 5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321769","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412309","","","","","","21198/zz0020wtn5","no atf","","Spar, Ira & Dassow, Eva von","cession of promissory note(?)",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.--.09.--","","10/21/2018","Nabonidus.--.09.--","","CTMMA 3, 031","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 031","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"163","86.11.192",148,321770,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_192.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_192.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-655.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of gold, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–6th century B.C.",-700,-500,"Clay","1.44 x 2.5 x .83 in. (3.66 x 6.35 x 2.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 3.66, 'Width': 6.35}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321770","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500813","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 100","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 100","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"164","86.11.193",558,321771,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_193.JPG","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_193.JPG","['https://images.metmuseum.org/CRDImages/an/original/DP-211-596.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of delivery of animals for offering, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 622 B.C.",-622,-622,"Clay","1.5 x 2.82 x .83 in. (3.81 x 7.16 x 2.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.81, 'Thickness': 2.1, 'Width': 7.16}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321771","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500814","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 043","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 043","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"165","86.11.194",201,321772,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_194.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_194.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP274175.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-646.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of silver disbursements, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 7th–6th century B.C.",-700,-500,"Clay","1.82 x 2.25 x .87 in. (4.62 x 5.72 x 2.2 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.62, 'Thickness': 2.2, 'Width': 5.72}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321772","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500815","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 091","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 091","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"166","86.11.195",468,321773,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_195.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_195.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-495.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for silver","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 540 B.C.",-540,-540,"Clay","3.7 x 5 x 1.8 cm (1 1/2 x 2 x 3/4 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 3.7, 'Width': 5}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321773","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412384","","","","","","21198/zz00211xd6","no atf","","Spar, Ira & Dassow, Eva von","promissory note for silver",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.16.08.21","","10/21/2018","Nabonidus.16.08.21","","CTMMA 3, 106","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 106","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"167","86.11.196",513,321774,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_196.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_196.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-403.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: promissory note for [dates (?)], Esagilaya archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 551 B.C.",-551,-551,"Clay","3.4 x 4.7 x 2.2 cm (1 3/8 x 1 7/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.2, 'Height': 3.4, 'Width': 4.7}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Babylon (modern Hillah)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321774","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P412294","","","","","","21198/zz00217jf3","no atf","","Spar, Ira & Dassow, Eva von","promissory note for [dates(?)]",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","6/15/2010","Nabonidus.05.02.22","","10/21/2018","Nabonidus.05.02.22","","CTMMA 3, 016","",NA,"","",NA,"Legal",NA,NA,"","","","150ppi 20160630","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 3, 016","B bili (mod. Babylon)","","yes","yes","yes","2000","",NA,"","",NA,"","","",NA,"","no translation","",""
"168","86.11.197",232,321775,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_197.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_197.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-711.jpg']","","Ancient Near Eastern Art","Cuneiform cylinder","Cuneiform cylinder: inscription of Sennacherib describing his third campaign","Assyrian","Neo-Assyrian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 704–681 B.C.",-704,-681,"Clay","1.62 x 1.62 x .43 in. (4.11 x 4.11 x 1.1 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.1, 'Height': 4.11, 'Width': 4.11}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","Nineveh (?)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321775","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P450301","","","","","","21198/zz002h43c7","Grayson, A. Kirk & Novotny, Jamie R.","","Grayson, A. Kirk & Novotny, Jamie R.","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"Q003478","","3/27/2013","Sennacherib.00.00.00","","9/17/2019","Sennacherib.00.00.00","20130327 cdliadmin_tinney","RINAP 3/1 Sennacherib 004, ex. 040","",NA,"","",NA,"Royal/Monumental",NA,NA,"41","","Akkadian","","clay","","","cylinder","Neo-Assyrian (ca. 911-612 BC)","","","RINAP 3/1 Sennacherib 004, ex. 040","Nineveh (mod. Kuyunjik)","","yes","yes","yes","2012","CTMAA 4, 156",NA,"","",NA,"witness","","",NA,"","no translation","40",""
"169","86.11.198",147,321776,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/ME86_11_198.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_198.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-561.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account regarding temple sheep, Ebabbar archive","Achaemenid","Achaemenid","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 519 B.C.",-519,-519,"Clay","2.37 x 2.87 x 1.14 in. (6.02 x 7.29 x 2.9 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 6.02, 'Thickness': 2.9, 'Width': 7.29}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321776","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500816","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 008","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Achaemenid (547-331 BC)","","","CTMMA 4, 008","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
"170","86.11.199",565,321777,"False",1886,"True","https://images.metmuseum.org/CRDImages/an/original/vs86_11_199.jpg","https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_199.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-612.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of barley disbursements to prebendaries, Ebabbar archive","Babylonian","Neo-Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 550 B.C.",-550,-550,"Clay","0.89 in. (2.25 cm)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Thickness': 2.25}}]","Purchase, 1886","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/321777","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P500817","","","Purchase, 1886","","","","no atf","","Spar, Ira & Jursa, Michael","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/29/2017","","","10/21/2018","","20170829 cdliadmin","CTMMA 4, 059","",NA,"","",NA,"",NA,NA,"","","Akkadian","","clay","","","tablet","Neo-Babylonian (ca. 626-539 BC)","","","CTMMA 4, 059","Sippar-Yahrurum (mod. Tell Abu Habbah) ?","","yes","yes","yes","2014","",NA,"","",NA,"","","",NA,"","no translation","",""
