,objectID,isHighlight,accessionNumber,accessionYear,isPublicDomain,primaryImage,primaryImageSmall,additionalImages,constituents,department,objectName,title,culture,period,dynasty,reign,portfolio,artistRole,artistPrefix,artistDisplayName,artistDisplayBio,artistSuffix,artistAlphaSort,artistNationality,artistBeginDate,artistEndDate,artistGender,artistWikidata_URL,artistULAN_URL,objectDate,objectBeginDate,objectEndDate,medium,dimensions,measurements,creditLine,geographyType,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rightsAndReproduction,linkResource,metadataDate,repository,objectURL,tags,objectWikidata_URL,isTimelineWork,GalleryNumber
83,321757,False,86.11.179,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_179.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_179.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-514.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,Achaemenid,Achaemenid,,,,,,,,,,,,,,,,ca. 490 B.C. (?),-490,-490,Clay,4 x 4.3 x 3 cm (1 5/8 x 1 3/4 x 1 1/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3, 'Height': 4, 'Width': 4.3}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Babylon (modern Hillah),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321757,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
84,321756,False,86.11.178,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_178.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_178.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-694.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: temple account,Achaemenid,Achaemenid,,,,,,,,,,,,,,,,ca. 482 B.C.,-482,-482,Clay,1.75 x 2.37 x 1 in. (4.45 x 6.02 x 2.55 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4.45, 'Thickness': 2.55, 'Width': 6.02}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Dilbat,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321756,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
85,321836,False,86.11.462,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86.11.462.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.462.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-373.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 5/8 x 1 1/4 x 5/8 in. (4 x 3.3 x 1.5 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 4, 'Thickness': 1.5, 'Width': 3.3}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321836,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
86,321846,False,86.11.473,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86.11.473.JPG,https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.473.JPG,['https://images.metmuseum.org/CRDImages/an/original/DP-211-371.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 1/2 x 1 1/4 x 1 in. (3.8 x 3.2 x 2.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.8, 'Thickness': 2.4, 'Width': 3.2}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321846,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
87,321844,False,86.11.471,1886,True,https://images.metmuseum.org/CRDImages/an/original/VS86.11.471X.JPG,https://images.metmuseum.org/CRDImages/an/web-large/VS86.11.471X.JPG,['https://images.metmuseum.org/CRDImages/an/original/DP-211-372.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 3/8 x 1 x 3/4 in. (3.4 x 2.6 x 2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.4, 'Thickness': 2, 'Width': 2.6}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321844,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
88,328927,False,86.11.411c,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_411c.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_411c.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-368.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 1/4 x 1 3/8 x 7/8 in. (3.3 x 3.4 x 2.2 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.3, 'Thickness': 2.2, 'Width': 3.4}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/328927,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
89,328928,False,86.11.370b,1886,True,https://images.metmuseum.org/CRDImages/an/original/VSS86_11_370B1.JPG,https://images.metmuseum.org/CRDImages/an/web-large/VSS86_11_370B1.JPG,['https://images.metmuseum.org/CRDImages/an/original/DP-211-370.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1,-1,Clay,1 1/4 x 1 x 3/4 in. (3.2 x 2.4 x 1.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3.2, 'Thickness': 1.8, 'Width': 2.4}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/328928,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
90,328926,False,86.11.374c,1886,True,https://images.metmuseum.org/CRDImages/an/original/86.11.374c_new.jpg,https://images.metmuseum.org/CRDImages/an/web-large/86.11.374c_new.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-366.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,2 x 1 5/8 x 1 1/8 in. (5 x 4.2 x 2.9 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5, 'Thickness': 2.9, 'Width': 4.2}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/328926,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
91,321983,False,86.11.359,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_359.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_359.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-277.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: ritual fragment,Achaemenid or Seleucid,Achaemenid or Seleucid,,,,,,,,,,,,,,,,ca. mid 1st–late 1st millennium B.C.,-500,-100,Clay,2 x 2 5/8 x 1/2 in. (5 x 6.6 x 1.3 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5, 'Thickness': 1.3, 'Width': 6.6}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321983,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
92,322034,False,86.11.418,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_418.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_418.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-369.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,2 x 1 7/8 x 1 in. (5.1 x 4.8 x 2.4 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 5.1, 'Thickness': 2.4, 'Width': 4.8}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/322034,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
93,328931,False,86.11.383i,1886,True,https://images.metmuseum.org/CRDImages/an/original/86.11.383i_2.jpg,https://images.metmuseum.org/CRDImages/an/web-large/86.11.383i_2.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-374.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: unidentified fragment,,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 x 5/8 x 3/8 in. (2.4 x 1.6 x 1.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 2.4, 'Thickness': 1.1, 'Width': 1.6}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/328931,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
94,325847,False,66.245.6,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_6.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_6.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-108.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter fragment,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,7.4 x 5.1 x 2.6 cm (2 7/8 x 2 x 1 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.6, 'Height': 7.4, 'Width': 5.1}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325847,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
95,324805,False,58.108,1958,True,https://images.metmuseum.org/CRDImages/an/original/ME58_108.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME58_108.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-109.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: private letter fragment,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,4 x 4.4 x 0.8 cm (1 5/8 x 1 3/4 x 3/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 0.8, 'Height': 4, 'Width': 4.4}}]","Gift of Philip H. Brady, 1958",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/324805,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
96,321875,False,86.11.504,1886,True,https://images.metmuseum.org/CRDImages/an/original/VS86.11.504X.JPG,https://images.metmuseum.org/CRDImages/an/web-large/VS86.11.504X.JPG,[],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, content uncertain",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,1.1 x 2.8 x 1.7 cm (3/8 x 1 1/8 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 1.1, 'Width': 2.8}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321875,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
97,321876,False,86.11.505,1886,True,https://images.metmuseum.org/CRDImages/an/original/vsz86.11.505.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.505.jpg,[],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, content uncertain",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,2 x 2.4 x 2 cm (3/4 x 1 x 3/4 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2, 'Height': 2, 'Width': 2.4}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321876,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
98,324015,False,45.90,1945,True,https://images.metmuseum.org/CRDImages/an/original/HB45_90.JPG,https://images.metmuseum.org/CRDImages/an/web-large/HB45_90.JPG,[],,Ancient Near Eastern Art,Cuneiform cone,Votive cone with cuneiform inscription of Gudea: dedicated when Gudea built the Eninnu temple for the god Ningirsu,Neo-Sumerian,Neo-Sumerian,,,,,,,,,,,,,,,,ca. 2090 B.C.,-2090,-2090,Clay,"Head: 6 cm (2 3/8 in.)
Top: 15.4 cm (6 1/8 in.)
End: 5 cm (2 in.)
12.3 cm (4 7/8 in.)
Total: 13 cm (5 1/8 in.)","[{'elementName': 'Other', 'elementDescription': 'Head', 'elementMeasurements': {'Diameter': 6}}, {'elementName': 'Overall', 'elementDescription': 'Total', 'elementMeasurements': {'Length': 13}}, {'elementName': 'Other', 'elementDescription': None, 'elementMeasurements': {'Length': 12.3}}, {'elementName': 'Other', 'elementDescription': 'End', 'elementMeasurements': {'Circumference': 5}}, {'elementName': 'Other', 'elementDescription': 'Top', 'elementMeasurements': {'Circumference': 15.4, 'Depth': 6.032512, 'Height': 6.032512, 'Width': 13.017526}}]","Gift of Mrs. E. Parmalee Prentice, 1945",,,,,,Mesopotamia,Girsu (modern Tello),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/324015,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
99,325855,False,66.245.14a,1966,True,https://images.metmuseum.org/CRDImages/an/original/ME66_245_14a.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME66_245_14a.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-122.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: loan of silver,Old Assyrian Trading Colony,Middle Bronze Age–Old Assyrian Trading Colony,,,,,,,,,,,,,,,,ca. 20th–19th century B.C.,-2000,-1800,Clay,3.7 x 4.1 x 1.7 cm (1 1/2 x 1 5/8 x 5/8 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.7000000000000002, 'Height': 3.7, 'Width': 4.1}}]","Gift of Mr. and Mrs. J. J. Klejman, 1966",,,,,,Anatolia,probably from Kültepe (Karum Kanesh),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/325855,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
100,321802,False,86.11.224,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_224.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_224.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-066.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,Cuneiform tablet: loan of silver,Babylonian,Old Babylonian,,,,,,,,,,,,,,,,ca. 1646 B.C.,-1646,-1646,Clay,4.8 x 4.1 x 2.6 cm (1 7/8 x 1 5/8 x 1 in.),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.6, 'Height': 4.8, 'Width': 4.1}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321802,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
101,321816,False,86.11.238,1886,True,https://images.metmuseum.org/CRDImages/an/original/ME86_11_238.jpg,https://images.metmuseum.org/CRDImages/an/web-large/ME86_11_238.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-666.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian,Neo-Babylonian,,,,,,,,,,,,,,,,ca. 580 B.C.,-580,-580,Clay,1 x 1.5 x .75 in. (2.54 x 3.81 x 1.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 2.54, 'Thickness': 1.8, 'Width': 3.81}}]","Purchase, 1886",,,,,,Mesopotamia,Sippar (?),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321816,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
102,321862,False,86.11.489,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86.11.489.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.489.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-380.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, content uncertain",,,,,,,,,,,,,,,,,,ca. late 1st millennium B.C.,-1000,-1,Clay,1 1/8 x 1 3/4 x 3/8 in. (3 x 4.5 x 1.1 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Height': 3, 'Thickness': 1.1, 'Width': 4.5}}]","Purchase, 1886",,,,,,Mesopotamia,,,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321862,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
103,321857,False,86.11.484,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86.11.484.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86.11.484.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-680.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,0.79 x 1.54 x 1.89 in. (2.01 x 3.91 x 4.8 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.8, 'Height': 2.01, 'Width': 3.91}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321857,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
104,321858,False,86.11.485,1886,True,https://images.metmuseum.org/CRDImages/an/original/vsz86.11.485.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vsz86.11.485.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-672.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,0.67 x 0.79 x 1.57 in. (1.7 x 2.01 x 3.99 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.99, 'Height': 1.7000000000000002, 'Width': 2.01}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321858,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
105,321845,False,86.11.472,1886,True,https://images.metmuseum.org/CRDImages/an/original/VS86.11.472X.JPG,https://images.metmuseum.org/CRDImages/an/web-large/VS86.11.472X.JPG,['https://images.metmuseum.org/CRDImages/an/original/DP-211-673.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,0.75 x 1.14 x 1.46 in. (1.91 x 2.9 x 3.71 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.71, 'Height': 1.9100000000000001, 'Width': 2.9}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321845,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
106,321829,False,86.11.452,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_451_52.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_451_52.jpg,[],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian,Neo-Babylonian,,,,,,,,,,,,,,,,ca. 605–562 B.C.,-605,-562,Clay,0.83 x 1.1 x 1.57 in. (2.11 x 2.79 x 3.99 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.99, 'Height': 2.11, 'Width': 2.79}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321829,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
107,321830,False,86.11.453,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_453.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_453.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-671.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,0.71 x 1.26 x 1.42 in. (1.8 x 3.2 x 3.61 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 3.61, 'Height': 1.8, 'Width': 3.2}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321830,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
108,321865,False,86.11.492,1886,True,https://images.metmuseum.org/CRDImages/an/original/vs86_11_492a.jpg,https://images.metmuseum.org/CRDImages/an/web-large/vs86_11_492a.jpg,['https://images.metmuseum.org/CRDImages/an/original/DP-211-678.jpg'],,Ancient Near Eastern Art,Cuneiform tablet,"Cuneiform tablet: fragment, Ebabbar archive",Babylonian or Achaemenid,Neo-Babylonian or Achaemenid,,,,,,,,,,,,,,,,ca. 7th–4th century B.C.,-700,-300,Clay,0.75 x 1.34 x 1.73 in. (1.91 x 3.4 x 4.39 cm),"[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 4.39, 'Height': 1.9100000000000001, 'Width': 3.4}}]","Purchase, 1886",,,,,,Mesopotamia,probably from Sippar (modern Tell Abu Habba),,,,,,,,2020-09-25T04:35:54.317Z,"Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/321865,"[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]",,False,
